Brand Name,Product Name,Colour,Price,Currency,Product ID,URL
adidas,adidas - Running Alphabounce - Baskets - Noir,noir central,79.95,EUR,1377455,adidas/adidas-running-alphabounce-baskets-noir/prd/10986313?clr=noir-central&colourWayId=16284646
adidas,adidas Running - Solar blaze - Baskets - Noir,Core black/grey five,79.95,EUR,1428394,adidas/adidas-running-solar-blaze-baskets-noir/prd/11676859?clr=core-black-grey-five&colourWayId=16320978
adidas,adidas - Parley alphabounce - Baskets - Noir,Core black/linen gre,99.95,EUR,1428396,adidas/adidas-parley-alphabounce-baskets-noir/prd/11677212?clr=core-black-linen-gre&colourWayId=16321006
adidas,adidas Running - Alphabounce Instinct - Baskets - Noir,Noir,124.99,EUR,1337120,adidas/adidas-running-alphabounce-instinct-baskets-noir/prd/10498278?clr=noir&colourWayId=15122589
adidas,adidas Running - Ultraboost 19 - Baskets - Noir et blanc,None/none/none,143.99,EUR,1362342,adidas/adidas-running-ultraboost-19-baskets-noir-et-blanc/prd/10801570?clr=none-none-none&colourWayId=15138755
adidas,adidas - Running Ultraboost - Baskets - Noir,Noir,179.99,EUR,1337121,adidas/adidas-running-ultraboost-baskets-noir/prd/10498268?clr=noir&colourWayId=15122527
adidas Originals,adidas Originals - Swift Run - Baskets - Noir,Noir,58.99,EUR,1242753,adidas-originals/adidas-originals-swift-run-baskets-noir/prd/9375194?clr=noir&colourWayId=15038889
adidas Originals,adidas Originals - 3MC - Baskets - Noir,noir central,64.95,EUR,1431183,adidas-originals/adidas-originals-3mc-baskets-noir/prd/11715541?clr=noir-central&colourWayId=16324022
adidas Originals,adidas Originals - Nizza - Baskets - Noir et blanc,noir central,69.95,EUR,1428360,adidas-originals/adidas-originals-nizza-baskets-noir-et-blanc/prd/11676876?clr=noir-central&colourWayId=16321207
adidas Originals,adidas Originals - Sabalo - Baskets - Blanc et noir,noir central,69.95,EUR,1431186,adidas-originals/adidas-originals-sabalo-baskets-blanc-et-noir/prd/11715562?clr=noir-central&colourWayId=16323946
adidas Originals,adidas Originals - Nizza - Baskets - Noir et blanc,noir central,76.99,EUR,1339005,adidas-originals/adidas-originals-nizza-baskets-noir-et-blanc/prd/10519655?clr=noir-central&colourWayId=15124194
adidas Originals,adidas Originals - F/22 Primeknit - Baskets - Blanc cassé,Crème,89.49,EUR,1211282,adidas-originals/adidas-originals-f-22-primeknit-baskets-blanc-casse/prd/9086112?clr=creme&colourWayId=15262570
adidas Originals,adidas - Originals - Gazelle - Baskets - Daim noir,Noir,94.99,EUR,869820,adidas-originals/adidas-originals-gazelle-baskets-daim-noir/prd/6786894?clr=noir&colourWayId=15450869
adidas Originals,adidas Originals - Falcon - Baskets - Noir et blanc,Noir,99.99,EUR,1292611,adidas-originals/adidas-originals-falcon-baskets-noir-et-blanc/prd/9976136?clr=noir&colourWayId=15084243
adidas Originals,adidas Originals - Continental 80 - Baskets - Noir,Noir,99.99,EUR,1437965,adidas-originals/adidas-originals-continental-80-baskets-noir/prd/11802007?clr=noir&colourWayId=16331609
adidas Originals,adidas Originals - Outloud Samba Rose - Baskets - Imprimé léopard,noir central,101.99,EUR,1395136,adidas-originals/adidas-originals-outloud-samba-rose-baskets-imprime-leopard/prd/11208150?clr=noir-central&colourWayId=16297138
adidas Originals,adidas Originals - Samba - Baskets imprimé rose avec semelle en gomme foncée - Noir,Noir,109.99,EUR,1242764,adidas-originals/adidas-originals-samba-baskets-imprime-rose-avec-semelle-en-gomme-foncee-noir/prd/9375205?clr=noir&colourWayId=15038666
adidas Originals,adidas Originals - Superstar - Baskets avec bordures à motif léopard,Multi,114.99,EUR,1210844,adidas-originals/adidas-originals-superstar-baskets-avec-bordures-a-motif-leopard/prd/9085873?clr=multi&colourWayId=15262594
adidas Originals,adidas Originals - Kiellor - Baskets - Noir,Noir,119.95,EUR,1438017,adidas-originals/adidas-originals-kiellor-baskets-noir/prd/11802009?clr=noir&colourWayId=16349566
adidas Originals,adidas Originals - Superstar - Baskets à imprimé zèbre,noir central,120.0,EUR,1395128,adidas-originals/adidas-originals-superstar-baskets-a-imprime-zebre/prd/11208138?clr=noir-central&colourWayId=16294528
adidas Originals,adidas Originals - Outloud Falcon - Baskets - Noir,Noir,126.99,EUR,1361996,adidas-originals/adidas-originals-outloud-falcon-baskets-noir/prd/10797273?clr=noir&colourWayId=15138418
adidas Originals,adidas Originals - Continental 80 - Baskets - Noir et blanc,noir central,139.99,EUR,1395144,adidas-originals/adidas-originals-continental-80-baskets-noir-et-blanc/prd/11208679?clr=noir-central&colourWayId=16297123
adidas Originals,adidas Originals - Continental 80 - Baskets à imprimé léopard,noir central,139.99,EUR,1395140,adidas-originals/adidas-originals-continental-80-baskets-a-imprime-leopard/prd/11208148?clr=noir-central&colourWayId=16297129
adidas Skateboarding,adidas Skateboarding - Adi-Ease - Baskets - Triple noir,Noir,82.99,EUR,1242283,adidas-skateboarding/adidas-skateboarding-adi-ease-baskets-triple-noir/prd/9369275?clr=noir&colourWayId=15037988
